Номенклатура/ Характеристика номенклатури;Изд группа (св-во Номенклатура);Издательство (св-во Номенклатура);Автор (св-во Номенклатура);Номенклатура.Артикул ;Серия (св-во Номенклатура);Номер дозволу МОтаН (св-во Номенклатура);Новые поступления;Цена изменена;Рекомендованая розничная ;
        John Green: Paper Towns [Hardcover];;;Green, J.;9.78141E+12;;;Нет;Нет;467.00 грн;шт
        John Green: Paper Towns [Paperback];;;Green, J.;9.78141E+12;;;Нет;Нет;216.00 грн;шт
        John le Carre: Biography,The;;;;9.78141E+12;;Bloomsbury;Нет;Нет;236.00 грн;шт
        Kite Runner,The ;;;Hosseini, K.;9.78141E+12;;;Нет;Нет;205.00 грн;шт
        Kite Runner,The (Film Tie-In);;;Hosseini, K.;9.78075E+12;;;Нет;Нет;189.00 грн;шт
        Lady Gaga Style Bible ;;;Foy, D.;9.78141E+12;;;Нет;Нет;739.00 грн;шт
        Last Empress,The;;;Min, A.;9.78075E+12;;;Нет;Нет;189.00 грн;шт
        Leningrad;;;Reid, A.;9.78141E+12;;;Нет;Нет;345.00 грн;шт
        Let the Great World Spin;;;McCann, C.;9.78141E+12;;;Нет;Нет;189.00 грн;шт
        Lulu Loves Colours [Board Book] ;;;Reid, C.;9.78141E+12;;;Нет;Нет;215.00 грн;шт
        Lulu Loves Noises [Board Book] ;;;Reid, C.;9.78141E+12;;;Нет;Нет;215.00 грн;шт
        Madame Pamplemousse and the Enchanted Sweet Shop ;;;Kingfisher, R.;9.78141E+12;;Bloomsbury Childrens;Нет;Нет;210.00 грн;шт
        Matter of Breeding,A [Paperback];;;Brandlow, M.;9.78072E+12;;;Нет;Нет;410.00 грн;шт
        Medium Raw;;;Bourdain, A.;9.78141E+12;;;Нет;Нет;284.00 грн;шт
        Memory of Love,The;;;Forna, A.;9.78141E+12;;;Нет;Нет;252.00 грн;шт
        Middlesex [Paperback];;;Eugenides, J.;9.78141E+12;;;Нет;Нет;202.00 грн;шт
        MirrorMask [Paperback];;;Gaiman, N.;9.78075E+12;;;Нет;Нет;394.00 грн;шт
        Moonlight in Odessa;;;Skeslien Charles, J.;9.78141E+12;;;Нет;Нет;288.00 грн;шт
        Never Tickle a Tiger;;;Butchart, P.;9.78141E+12;;;Нет;Нет;252.00 грн;шт
        Norse Mythology;Gaiman, N.;;Gaiman, N.;9.78141E+12;;Bloomsbury;Нет;Нет;400.00 грн;шт
        One [Paperback];;;Crossan, S.;9.78141E+12;;Bloomsbury;Нет;Нет;122.00 грн;шт
        Order, Order! Rise and Fall of Political Drinking,The;;;Wright, B.;9.78072E+12;;;Нет;Нет;612.00 грн;шт
        Other,The;;;Guterson, D.;9.78075E+12;;;Нет;Нет;189.00 грн;шт
        Pao [Paperback];;;Young, K.;9.78141E+12;;;Нет;Нет;270.00 грн;шт
        Pearl of China;;;Min, A.;9.78141E+12;;;Нет;Нет;189.00 грн;шт
        Penguin on Holiday;;;Yoon, S.;9.78141E+12;;;Нет;Нет;189.00 грн;шт
        Photo Skills: How to Be a Brilliant Photographer;;;Haverich, B.;9.78141E+12;;A&C Black Agencies;Нет;Нет;252.00 грн;шт
        Pigeon English;;;Kelman, S.;9.78141E+12;;;Нет;Нет;189.00 грн;шт
        Polpo ;;;Norman, R.;9.78141E+12;;;Нет;Нет;900.00 грн;шт
        Praise of Folly;;;Erasmus;9.78185E+12;;;Нет;Нет;157.00 грн;шт
        Quidditch Through the Ages;;;Rowling, J.K.;9.78141E+12;;;Нет;Нет;180.00 грн;шт
        Rapture,The;;;Jensen, L.;9.78141E+12;;;Нет;Нет;189.00 грн;шт
        Restless Continent: Wealth, Rivalry and Asia's New Geopolitics;;;Wesley, M.;9.78072E+12;;;Нет;Нет;684.00 грн;шт
        Sherlock Mr Croc;;;Rodgers, F.;9.78141E+12;;A&C Black Agencies;Нет;Нет;210.00 грн;шт
        Shhh! Don't Wake the Royal Baby;;;Mumford, M.;9.78141E+12;;;Нет;Нет;220.00 грн;шт
        Signature of All Things,The ;;;Gilbert, E.;9.78141E+12;;;Нет;Нет;377.00 грн;шт
        Sixth Extinction,The;;;Kolbert, E.;9.78141E+12;;;Нет;Нет;360.00 грн;шт
        Song of Achilles,The;Miller, M.;;Miller, M.;9.78141E+12;;Bloomsbury;Нет;Нет;324.00 грн;шт
        Song of Achilles,The ;;;Miller, M.;9.78141E+12;;;Нет;Нет;202.00 грн;шт
        State of Wonder [Paperback];;;Patchett, A.;9.78141E+12;;;Нет;Нет;202.00 грн;шт
        Steve Jobs the Man Who Thought Different [Paperback];;;Blumenthal, K.;9.78141E+12;;;Нет;Нет;324.00 грн;шт
        Tales of Beedle the Bard,The;;;Rowling, J.K.;9.78075E+12;;;Нет;Нет;288.00 грн;шт
        Thousand Splendid Suns, A;;;Hosseini, K.;9.78075E+12;;;Нет;Нет;252.00 грн;шт
        Unaccustomed Earth;;;Lahiri, Jh.;9.78075E+12;;;Нет;Нет;189.00 грн;шт
        Wild Child;;;Boyle, T.C.;9.78141E+12;;;Нет;Нет;189.00 грн;шт
        Women,The;;;Boyle, T.C.;9.78141E+12;;;Нет;Нет;189.00 грн;шт
        Wuthering Heights;;;Bronte, E.;9.78185E+12;;;Нет;Нет;157.00 грн;шт
    Bradt;;;;;;;;;;
        Ukraine  (Bradt Travel Guide Ukraine) [Paperback];;;Andrew Evans;9.78184E+12;;;Нет;Нет;539.00 грн;шт
    Cambridge University Press;;;;;;;;;;
        Cambridge University Press Academic;;;;;;;;;;
            A Concise History of Britain, 1707-1975;;;W. A. Speck;9.78052E+12;;;Нет;Нет;856.00 грн;шт
            Cambridge Companion to Ancient Rome,The ;;;Erdkamp, P.;9.78052E+12;;;Нет;Нет;650.00 грн;шт
            Cambridge Companion to Modern French Culture,The ;;;Hewitt, N.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            Cambridge Companion to Nabokov,The ;;;;9.78052E+12;;;Нет;Нет;711.00 грн;шт
            Cambridge Companions to Management: Diversity at Work;;;Arthur P. Brief;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            Cambridge IGCSE Biology 2nd Edition Cambridge IGCSE Biology Teacher's Resource CD-ROM;;;Jones, M.;9.78052E+12;;;Нет;Нет;695.00 грн;шт
            Cambridge IGCSE Biology 2nd Edition Workbook ;;;Jones, M.;9.78052E+12;;;Нет;Нет;349.00 грн;шт
            Cambridge IGCSE Chemistry 3rd Edition Coursebook with CD-ROM ;;;Harwood, R. ;9.78052E+12;;;Нет;Нет;778.00 грн;шт
            Cambridge IGCSE Chemistry 3rd Edition Workbook ;;;Harwood, R. ;9.78052E+12;;;Нет;Нет;349.00 грн;шт
            Cambridge IGCSE Geography Coursebook with CD-ROM;;;Cambers, G. ;9.78052E+12;;;Нет;Нет;778.00 грн;шт
            Cambridge IGCSE Literature in English;;;Carey, R.;9.78052E+12;;;Нет;Нет;778.00 грн;шт
            Cambridge IGCSE Mathematics Core Practice Book;;;Morrison, K. ;9.78111E+12;;;Нет;Нет;388.00 грн;шт
            Cambridge IGCSE Mathematics Extended Practice Book;;;Morrison, K. ;9.78111E+12;;;Нет;Нет;388.00 грн;шт
            Cambridge IGCSE Physics Workbook;;;Sang, D. ;9.78052E+12;;;Нет;Нет;349.00 грн;шт
            Communicative Value of Intonation in English,The ;;;David Brazil;9.78052E+12;;;Нет;Нет;534.00 грн;шт
            Employment Relationships;;;Cappelli, P.;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            Essential Psychopharmacology 3rd Edition;;;;9.78052E+12;;;Нет;Нет;1 194.00 грн;шт
            Global Challenges in Responsible Business;;;N.Craig Smith;9.78052E+12;;;Нет;Нет;650.00 грн;шт
            International Law on Foreign Investment,The ;;;Sornarajah, M. ;9.78052E+12;;;Нет;Нет;1 560.00 грн;шт
            Organizational Control;;;Sim B. Sitkin;9.78052E+12;;;Нет;Нет;832.00 грн;шт
            Organizational Trust. A Cultural Perspective;;;Mark N. K. Saunders;9.78052E+12;;;Нет;Нет;832.00 грн;шт
            Oxford IB Diploma Program: Mathematics Standard Level with CD-ROM;;;Fannon, P. ;9.78111E+12;;;Нет;Нет;1 402.00 грн;шт
            Power and Interdependence in Organizations;;;Tjosvold, D.;9.78052E+12;;;Нет;Нет;702.00 грн;шт
            Protecting Information;;;;9.78052E+12;;;Нет;Нет;1 035.00 грн;шт
            Science & Civilisation China HB;;;Wagner, L.;9.78052E+12;;;Нет;Нет;2 817.00 грн;шт
            Status in Management and Organizations;;;Jone L. Pearce;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Adam Smith;;;Haakonssen, K.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Arthur Miller 2nd Edition;;;Christopher Bigsby;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            The Cambridge Companion to Beethoven;;;Stanley, G.;9.78052E+12;;;Нет;Нет;624.00 грн;шт
            The Cambridge Companion to Brian Friel;;;Anthony Roche;9.78052E+12;;;Нет;Нет;0.01 грн;шт
            The Cambridge Companion to British Romanticism 2nd Edition;;;Stuart Curran;9.78052E+12;;;Нет;Нет;642.00 грн;шт
            The Cambridge Companion to C. S. Lewis;;;Robert MacSwain;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            The Cambridge Companion to Chopin;;;Samson, J.;9.78052E+12;;;Нет;Нет;650.00 грн;шт
            The Cambridge Companion to Comparative Law;;;Bussani, M.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Descartes;;;Cottingham, J.;9.78052E+12;;;Нет;Нет;702.00 грн;шт
            The Cambridge Companion to Dostoevskii;;;;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Edgar Allan Poe;;;Kevin J. Hayes;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to English Literature, 1830–1914;;;;9.78052E+12;;;Нет;Нет;642.00 грн;шт
            The Cambridge Companion to English Poets;;;;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            The Cambridge Companion to European Modernism;;;;9.78052E+12;;;Нет;Нет;609.00 грн;шт
            The Cambridge Companion to European Union Private Law;;;Christian Twigg-Flesner;9.78052E+12;;;Нет;Нет;728.00 грн;шт
            The Cambridge Companion to Fantasy Literature;;;Edward James;9.78052E+12;;;Нет;Нет;609.00 грн;шт
            The Cambridge Companion to Gabriel Garci'a Ma'rquez;;;Philip Swanson;9.78052E+12;;;Нет;Нет;642.00 грн;шт
            The Cambridge Companion to George Orwell;;;Rodden, J.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Giotto;;;Derbes, A.;9.78052E+12;;;Нет;Нет;624.00 грн;шт
            The Cambridge Companion to Giovanni Bellini;;;Humfrey, P.;9.78052E+12;;;Нет;Нет;650.00 грн;шт
            The Cambridge Companion to Human Rights Law;;;Gearty, C.;9.78111E+12;;;Нет;Нет;676.00 грн;шт
            The Cambridge Companion to International Law;;;Crawford, J.;9.78052E+12;;;Нет;Нет;728.00 грн;шт
            The Cambridge Companion to Jane Austen 2nd Edition;;;;9.78052E+12;;;Нет;Нет;541.00 грн;шт
            The Cambridge Companion to Jazz;;;Cooke, M.;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            The Cambridge Companion to Marx;;;Carver, T.;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            The Cambridge Companion to Medieval English Culture;;;;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Modern Chinese Culture;;;Kam Louie;9.78052E+12;;;Нет;Нет;642.00 грн;шт
            The Cambridge Companion to Modern German Culture;;;Kolinsky, E.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Modern Italian Culture;;;Zygmunt G. Baranski;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Modern Japanese Culture;;;Yoshio Sugimoto;9.78052E+12;;;Нет;Нет;858.00 грн;шт
            The Cambridge Companion to Modern Latin American Culture;;;King, J.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Modern Russian Culture;;;;9.78052E+12;;;Нет;Нет;819.00 грн;шт
            The Cambridge Companion to Modern Russian Culture 2nd Edition;;;Rzhevsky, N.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Modern Spanish Culture;;;David T. Gies;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Modernism 2nd Edition;;;;9.78052E+12;;;Нет;Нет;609.00 грн;шт
            The Cambridge Companion to Mozart;;;Simon P. Keefe;9.78052E+12;;;Нет;Нет;624.00 грн;шт
            The Cambridge Companion to Nietzsche;;;Magnus, B.;9.78052E+12;;;Нет;Нет;702.00 грн;шт
            The Cambridge Companion to Plato;;;Kraut, R.;9.78052E+12;;;Нет;Нет;754.00 грн;шт
            The Cambridge Companion to Pushkin;;;;9.78052E+12;;;Нет;Нет;711.00 грн;шт
            The Cambridge Companion to Rudyard Kipling;;;;9.78052E+12;;;Нет;Нет;609.00 грн;шт
            The Cambridge Companion to Schubert;;;Christopher H. Gibbs;9.78052E+12;;;Нет;Нет;650.00 грн;шт
            The Cambridge Companion to Shakespeare 2nd Edition;;;Margreta De Grazia;9.78052E+12;;;Нет;Нет;609.00 грн;шт
            The Cambridge Companion to Socrates;;;Donald R. Morrison;9.78052E+12;;;Нет;Нет;676.00 грн;шт
            The Cambridge Companion to the Age of Augustus;;;Galinsky, K.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to the Beatles;;;Kenneth Womack;9.78052E+12;;;Нет;Нет;576.00 грн;шт
            The Cambridge Companion to the Hellenistic World;;;Glenn R. Bugh;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to the Roman Republic;;;Harriet I. Flower;9.78052E+12;;;Нет;Нет;702.00 грн;шт
            The Cambridge Companion to Tolstoy;;;;9.78052E+12;;;Нет;Нет;641.00 грн;шт
            The Cambridge Companion to Twentieth-Century British and Irish Women's Poetry;;;;9.78052E+12;;;Нет;Нет;609.00 грн;шт
            The Cambridge Companion to Twentieth-Century Russian Literature;;;Evgeny Dobrenko;9.78052E+12;;;Нет;Нет;642.00 грн;шт
            The Cambridge Companion to Velazquez;;;Stratton-Pruitt, S.L.;9.78052E+12;;;Нет;Нет;520.00 грн;шт
            The Cambridge Companion to Virginia Woolf 2nd Edition;;;;9.78052E+12;;;Нет;Нет;576.00 грн;шт
            The Cambridge Companion to Vygotsky;;;;9.78052E+12;;;Нет;Нет;642.00 грн;шт
            The European Union 8th Edition;;;;9.78052E+12;;;Нет;Нет;892.00 грн;шт
            Thought Leadership Meets Business HB;;;Lorange;9.78052E+12;;;Нет;Нет;587.00 грн;шт
        Cambridge University Press Education;;;;;;;;;;
            Cambridge Primary Science 1 Challenge ;;;;9.78132E+12;;Cambridge University Press;Нет;Нет;190.00 грн;шт
            CRA Hide and Seek. Green band;;;;9.78111E+12;;;Нет;Нет;89.00 грн;шт
            CRA Pretosaur! Purple band;;;;9.78111E+12;;;Нет;Нет;89.00 грн;шт
            CRA Sang Kancil and Crocodile. Orange band;;;;9.78111E+12;;;Нет;Нет;89.00 грн;шт
            CRA The Last Lemon. Pink B band;;;;9.78111E+12;;;Нет;Нет;89.00 грн;шт
            CRA Who Lays Eggs? Pink B band;;;;9.78111E+12;;;Нет;Нет;89.00 грн;шт
        Cambridge University Press ELT;;;;;;;;;;
            About Language;;;;9.78052E+12;;;Нет;Нет;553.00 грн;шт
            Academic Encounters: The Natural World TB;;;Wharton, J.;9.78052E+12;;;Нет;Нет;299.00 грн;шт
            Academic Listening Encounters: American Studies SB with Audio CD;;;Sanabria, K., Sanabria, C.;9.78052E+12;;;Нет;Нет;393.00 грн;шт
            Academic Listening Encounters: The Natural World Class Audio CDs (3);;;Kanaoka, Y.;9.78052E+12;;;Нет;Нет;297.00 грн;шт
            Academic Listening Encounters: The Natural World SB Reading;;;Wharton, J.;9.78052E+12;;;Нет;Нет;393.00 грн;шт
            Academic Listening Encounters: The Natural World TB;;;Kanaoka, Y.;9.78052E+12;;;Нет;Нет;360.00 грн;шт
            Academic Vocabulary in Use;McCarthy, M.;;McCarthy, M.;9.78052E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;327.00 грн;шт
            Academic Vocabulary in Use with Answers 2nd Edition;McCarthy, M.;;McCarthy, M.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;412.00 грн;шт
            Academic Writing Skills 1 Student's Book;Chin, P., Koizumi, Y.;;Chin, P., Koizumi, Y.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;377.00 грн;шт
            Academic Writing Skills 1 Teacher's Manual ;Chin, P., Koizumi, Y.;;Chin, P., Koizumi, Y.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;351.00 грн;шт
            Academic Writing Skills 2 Student's Book;Chin, P., Koizumi, Y.;;Chin, P., Koizumi, Y.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;377.00 грн;шт
            Academic Writing Skills 2 Teacher's Manual ;Chin, P., Koizumi, Y.;;Chin, P., Koizumi, Y.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;351.00 грн;шт
            Action Plan for IELTS Academic and General Module Audio CD;;;Jakeman, V.;9.78052E+12;;;Нет;Нет;193.00 грн;шт
            Action Plan for IELTS Academic Module SB Pack;;;Jakeman, V.;9.78052E+12;;;Нет;Нет;343.00 грн;шт
            Action Plan for IELTS Academic Module Self-study SB;;;Jakeman, V.;9.78052E+12;;;Нет;Нет;222.00 грн;шт
            Action Plan for IELTS General Module SB Pack;;;Jakeman, V.;9.78052E+12;;;Нет;Нет;343.00 грн;шт
            Action Plan for IELTS General Module Self-study SB;;;Jakeman, V.;9.78052E+12;;;Нет;Нет;222.00 грн;шт
            Action Research for Language Teachers ;;;Wallace, M. J. ;9.78052E+12;;;Нет;Нет;562.00 грн;шт
            Active Grammar Level 1 Book with answers and CD-ROM;Davis, F.;;Davis, F.;9.78052E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;302.00 грн;шт
            Active Grammar Level 1 Book WITHOUT answers and CD-ROM;Davis, F.;;Davis, F.;9.78052E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;278.00 грн;шт
            Active Grammar Level 2 Book with answers and CD-ROM;Davis, F.;;Davis, F.;9.78052E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;302.00 грн;шт
            Active Grammar Level 2 Book WITHOUT answers and CD-ROM;Davis, F.;;Davis, F.;9.78052E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;278.00 грн;шт
            Active Grammar Level 3 Book with answers and CD-ROM;Lloyd, M., Day, J. ;;Lloyd, M., Day, J. ;9.78052E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;302.00 грн;шт
            Active Grammar Level 3 Book WITHOUT answers and CD-ROM;Lloyd, M., Day, J. ;;Lloyd, M., Day, J. ;9.78052E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;278.00 грн;шт
            Advanced Grammar in Use 3rd Edition Book with answers ;Hewings, M.;;Hewings, M.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;309.00 грн;шт
            Advanced Grammar in Use 3rd Edition Book with answers and CD-ROM ;Hewings, M.;;Hewings, M.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;432.00 грн;шт
            Advanced Grammar in Use 3rd Edition Book with answers and Interactive eBook;Hewings, M.;;Hewings, M.;9.78111E+12;Молодь та дорослі;Cambridge University Press;Нет;Нет;355.00 грн;шт
            Advanced Skills Book and Audio CD Pack;;;Haines, S.;9.78052E+12;;;Нет;Нет;825.00 грн;шт
            Advising and Supporting Teachers;;;Randall, M., Thornton, B. ;9.78052E+12;;;Нет;Нет;562.00 грн;шт
            Affect in Language Learning;;;;9.78052E+12;;;Нет;Нет;571.00 грн;шт
            Agendas for Second Language Literacy;;;;9.78052E+12;;;Нет;Нет;476.00 грн;шт
            Alive to Language Perspectives on language awareness for English language teachers;;;Arndt, V.;9.78052E+12;;;Нет;Нет;562.00 грн;шт
            American Think 4 Student's Book with Online Workbook and Online Practice;Puchta, H.;;Puchta, H.;9.78111E+12;;Cambridge University Press;Нет;Нет;636.00 грн;шт
            An Empirical Investigation of the Componentiality of L2 Reading in English for Academic Purposes;;;;9.78052E+12;;;Нет;Нет;733.00 грн;шт
            An Investigation into the Comparability of Two Tests of English as a Foreign Language;;;;9.78052E+12;;;Нет;Нет;733.00 грн;шт
            Approaches and Methods in Language Teaching 3rd Edition;;;;9.78111E+12;;;Нет;Нет;602.00 грн;шт
            Approaches Metthods in  Lang Teaching second ed;;;Richards, J.C. ;9.78052E+12;;;Нет;Нет;516.00 грн;шт
            Appropriate Methodology and Social Context;;;;9.78052E+12;;;Нет;Нет;485.00 грн;шт
            Assessing Academic English Testing English Proficiency 1950–1989 - The IELTS Solution;;;;9.78052E+12;;;Нет;Нет;828.00 грн;шт
